objectid,bundesland,landkreis,altersgruppe,geschlecht,anzahlfall,anzahltodesfall,meldedatum
149033,Nordrhein-Westfalen,LK Lippe,A15-A34,M,1,0,2020-03-12
149034,Nordrhein-Westfalen,LK Lippe,A15-A34,M,1,0,2020-03-13
149035,Nordrhein-Westfalen,LK Lippe,A15-A34,M,3,0,2020-03-15
149036,Nordrhein-Westfalen,LK Lippe,A15-A34,M,1,0,2020-03-17
149037,Nordrhein-Westfalen,LK Lippe,A15-A34,M,4,0,2020-03-18
149038,Nordrhein-Westfalen,LK Lippe,A15-A34,W,1,0,2020-03-15
149039,Nordrhein-Westfalen,LK Lippe,A15-A34,W,3,0,2020-03-18
149040,Nordrhein-Westfalen,LK Lippe,A35-A59,M,3,0,2020-03-09
149041,Nordrhein-Westfalen,LK Lippe,A35-A59,M,4,0,2020-03-12
149042,Nordrhein-Westfalen,LK Lippe,A35-A59,M,1,0,2020-03-13
149043,Nordrhein-Westfalen,LK Lippe,A35-A59,M,5,0,2020-03-15
149044,Nordrhein-Westfalen,LK Lippe,A35-A59,M,7,0,2020-03-17
149045,Nordrhein-Westfalen,LK Lippe,A35-A59,M,12,0,2020-03-18
149046,Nordrhein-Westfalen,LK Lippe,A35-A59,W,1,0,2020-03-04
149047,Nordrhein-Westfalen,LK Lippe,A35-A59,W,2,0,2020-03-09
149048,Nordrhein-Westfalen,LK Lippe,A35-A59,W,2,0,2020-03-10
149049,Nordrhein-Westfalen,LK Lippe,A35-A59,W,1,0,2020-03-11
149050,Nordrhein-Westfalen,LK Lippe,A35-A59,W,5,0,2020-03-12
149051,Nordrhein-Westfalen,LK Lippe,A35-A59,W,2,0,2020-03-13
149052,Nordrhein-Westfalen,LK Lippe,A35-A59,W,7,0,2020-03-15
149053,Nordrhein-Westfalen,LK Lippe,A35-A59,W,6,0,2020-03-17
149054,Nordrhein-Westfalen,LK Lippe,A35-A59,W,6,0,2020-03-18
149055,Nordrhein-Westfalen,LK Lippe,A60-A79,M,2,0,2020-03-10
149056,Nordrhein-Westfalen,LK Lippe,A60-A79,M,1,0,2020-03-11
149057,Nordrhein-Westfalen,LK Lippe,A60-A79,M,1,0,2020-03-12
149058,Nordrhein-Westfalen,LK Lippe,A60-A79,M,1,0,2020-03-15
149059,Nordrhein-Westfalen,LK Lippe,A60-A79,M,1,0,2020-03-17
149060,Nordrhein-Westfalen,LK Lippe,A60-A79,M,3,0,2020-03-18
149061,Nordrhein-Westfalen,LK Lippe,A60-A79,W,1,0,2020-03-07
149062,Nordrhein-Westfalen,LK Lippe,A60-A79,W,1,0,2020-03-08
149063,Nordrhein-Westfalen,LK Lippe,A60-A79,W,1,0,2020-03-10
149064,Nordrhein-Westfalen,LK Lippe,A60-A79,W,1,0,2020-03-12
149065,Nordrhein-Westfalen,LK Lippe,A60-A79,W,2,0,2020-03-15
149066,Nordrhein-Westfalen,LK Lippe,A60-A79,W,1,0,2020-03-17
149067,Nordrhein-Westfalen,LK Lippe,A60-A79,W,1,0,2020-03-18
149068,Nordrhein-Westfalen,LK Lippe,A80+,M,2,0,2020-03-09
149069,Nordrhein-Westfalen,LK Lippe,A80+,M,1,0,2020-03-10
149070,Nordrhein-Westfalen,LK Lippe,A80+,M,1,0,2020-03-18
149071,Nordrhein-Westfalen,LK Lippe,A80+,W,1,0,2020-03-11
149072,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,M,1,0,2020-03-07
149073,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,M,2,0,2020-03-10
149074,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,M,1,0,2020-03-11
149075,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,M,5,0,2020-03-13
149076,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,M,3,0,2020-03-15
149077,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,M,3,0,2020-03-16
149078,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,M,1,0,2020-03-17
149079,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,M,4,0,2020-03-18
149080,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,W,4,0,2020-03-13
149081,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,W,4,0,2020-03-15
149082,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,W,3,0,2020-03-16
149083,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,W,2,0,2020-03-17
149084,Nordrhein-Westfalen,LK Minden-Lübbecke,A15-A34,W,3,0,2020-03-18
149085,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,M,1,0,2020-03-08
149086,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,M,1,0,2020-03-10
149087,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,M,2,0,2020-03-12
149088,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,M,1,0,2020-03-13
149089,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,M,4,0,2020-03-15
149090,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,M,7,0,2020-03-16
149091,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,M,4,0,2020-03-17
149092,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,M,5,0,2020-03-18
149093,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,W,1,0,2020-03-06
149094,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,W,1,0,2020-03-07
149095,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,W,1,0,2020-03-12
149096,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,W,8,0,2020-03-13
149097,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,W,1,0,2020-03-14
149098,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,W,6,0,2020-03-15
149099,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,W,3,0,2020-03-16
149100,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,W,10,0,2020-03-17
149101,Nordrhein-Westfalen,LK Minden-Lübbecke,A35-A59,W,5,0,2020-03-18
149102,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,M,1,0,2020-03-06
149103,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,M,1,0,2020-03-10
149104,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,M,1,0,2020-03-12
149105,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,M,2,0,2020-03-15
149106,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,M,3,0,2020-03-16
149107,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,M,1,0,2020-03-17
149108,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,M,2,0,2020-03-18
149109,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,W,1,0,2020-03-15
149110,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,W,1,0,2020-03-16
149111,Nordrhein-Westfalen,LK Minden-Lübbecke,A60-A79,W,1,0,2020-03-17
149112,Nordrhein-Westfalen,LK Paderborn,A15-A34,M,2,0,2020-03-13
149113,Nordrhein-Westfalen,LK Paderborn,A15-A34,M,1,0,2020-03-17
149114,Nordrhein-Westfalen,LK Paderborn,A15-A34,M,2,0,2020-03-18
149115,Nordrhein-Westfalen,LK Paderborn,A15-A34,W,2,0,2020-03-13
149116,Nordrhein-Westfalen,LK Paderborn,A15-A34,W,3,0,2020-03-17
149117,Nordrhein-Westfalen,LK Paderborn,A15-A34,W,3,0,2020-03-18
149118,Nordrhein-Westfalen,LK Paderborn,A35-A59,M,1,0,2020-03-10
149119,Nordrhein-Westfalen,LK Paderborn,A35-A59,M,1,0,2020-03-11
149120,Nordrhein-Westfalen,LK Paderborn,A35-A59,M,1,0,2020-03-12
149121,Nordrhein-Westfalen,LK Paderborn,A35-A59,M,2,0,2020-03-13
149122,Nordrhein-Westfalen,LK Paderborn,A35-A59,M,3,0,2020-03-17
149123,Nordrhein-Westfalen,LK Paderborn,A35-A59,M,4,0,2020-03-18
149124,Nordrhein-Westfalen,LK Paderborn,A35-A59,W,1,0,2020-03-11
149125,Nordrhein-Westfalen,LK Paderborn,A35-A59,W,2,0,2020-03-12
149126,Nordrhein-Westfalen,LK Paderborn,A35-A59,W,1,0,2020-03-13
149127,Nordrhein-Westfalen,LK Paderborn,A35-A59,W,2,0,2020-03-17
149128,Nordrhein-Westfalen,LK Paderborn,A35-A59,W,2,0,2020-03-18
149129,Nordrhein-Westfalen,LK Paderborn,A60-A79,M,1,0,2020-03-10
149130,Nordrhein-Westfalen,LK Paderborn,A60-A79,M,1,0,2020-03-18
149131,Nordrhein-Westfalen,LK Paderborn,A60-A79,W,1,0,2020-03-11
149132,Nordrhein-Westfalen,SK Bochum,A15-A34,M,1,0,2020-03-03
149133,Nordrhein-Westfalen,SK Bochum,A15-A34,M,1,0,2020-03-11
149134,Nordrhein-Westfalen,SK Bochum,A15-A34,M,1,0,2020-03-16
149135,Nordrhein-Westfalen,SK Bochum,A15-A34,M,1,0,2020-03-17
149136,Nordrhein-Westfalen,SK Bochum,A15-A34,M,1,0,2020-03-18
149137,Nordrhein-Westfalen,SK Bochum,A15-A34,W,1,0,2020-03-10
149138,Nordrhein-Westfalen,SK Bochum,A15-A34,W,1,0,2020-03-13
149139,Nordrhein-Westfalen,SK Bochum,A15-A34,W,1,0,2020-03-17
149140,Nordrhein-Westfalen,SK Bochum,A15-A34,W,2,0,2020-03-18
149141,Nordrhein-Westfalen,SK Bochum,A35-A59,M,1,0,2020-03-09
149142,Nordrhein-Westfalen,SK Bochum,A35-A59,M,1,0,2020-03-10
149143,Nordrhein-Westfalen,SK Bochum,A35-A59,M,4,0,2020-03-12
149144,Nordrhein-Westfalen,SK Bochum,A35-A59,M,3,0,2020-03-13
149145,Nordrhein-Westfalen,SK Bochum,A35-A59,M,2,0,2020-03-16
149146,Nordrhein-Westfalen,SK Bochum,A35-A59,M,1,0,2020-03-17
149147,Nordrhein-Westfalen,SK Bochum,A35-A59,W,3,0,2020-03-11
149148,Nordrhein-Westfalen,SK Bochum,A35-A59,W,1,0,2020-03-13
149149,Nordrhein-Westfalen,SK Bochum,A35-A59,W,1,0,2020-03-16
149150,Nordrhein-Westfalen,SK Bochum,A35-A59,W,2,0,2020-03-17
149151,Nordrhein-Westfalen,SK Bochum,A35-A59,W,1,0,2020-03-18
149152,Nordrhein-Westfalen,SK Bochum,A60-A79,M,1,0,2020-03-04
149153,Nordrhein-Westfalen,SK Bochum,A60-A79,W,1,0,2020-03-06
149154,Nordrhein-Westfalen,SK Bochum,A60-A79,W,1,0,2020-03-12
149155,Nordrhein-Westfalen,SK Bochum,A60-A79,W,1,0,2020-03-17
149156,Nordrhein-Westfalen,SK Dortmund,A15-A34,M,1,0,2020-03-11
149157,Nordrhein-Westfalen,SK Dortmund,A15-A34,M,1,0,2020-03-13
149158,Nordrhein-Westfalen,SK Dortmund,A15-A34,M,6,0,2020-03-17
149159,Nordrhein-Westfalen,SK Dortmund,A15-A34,W,1,0,2020-03-11
149160,Nordrhein-Westfalen,SK Dortmund,A15-A34,W,1,0,2020-03-12
149161,Nordrhein-Westfalen,SK Dortmund,A15-A34,W,5,0,2020-03-17
149162,Nordrhein-Westfalen,SK Dortmund,A35-A59,M,1,0,2020-03-10
149163,Nordrhein-Westfalen,SK Dortmund,A35-A59,M,7,0,2020-03-12
149164,Nordrhein-Westfalen,SK Dortmund,A35-A59,M,2,0,2020-03-13
149165,Nordrhein-Westfalen,SK Dortmund,A35-A59,M,8,0,2020-03-16
149166,Nordrhein-Westfalen,SK Dortmund,A35-A59,M,7,0,2020-03-17
149167,Nordrhein-Westfalen,SK Dortmund,A35-A59,W,1,0,2020-03-12
149168,Nordrhein-Westfalen,SK Dortmund,A35-A59,W,7,0,2020-03-16
149169,Nordrhein-Westfalen,SK Dortmund,A35-A59,W,7,0,2020-03-17
149170,Nordrhein-Westfalen,SK Dortmund,A60-A79,M,1,0,2020-03-05
149171,Nordrhein-Westfalen,SK Dortmund,A60-A79,M,1,0,2020-03-10
149172,Nordrhein-Westfalen,SK Dortmund,A60-A79,M,1,0,2020-03-12
149173,Nordrhein-Westfalen,SK Dortmund,A60-A79,M,2,0,2020-03-17
149174,Nordrhein-Westfalen,SK Dortmund,A60-A79,W,1,0,2020-03-05
149175,Nordrhein-Westfalen,SK Dortmund,A60-A79,W,1,0,2020-03-16
149176,Nordrhein-Westfalen,SK Dortmund,A80+,M,1,0,2020-03-16
149177,Nordrhein-Westfalen,SK Dortmund,A80+,W,1,0,2020-03-17
149178,Nordrhein-Westfalen,SK Hagen,A15-A34,M,1,0,2020-03-13
149179,Nordrhein-Westfalen,SK Hagen,A35-A59,M,1,0,2020-03-09
149180,Nordrhein-Westfalen,SK Hagen,A35-A59,M,1,0,2020-03-10
149181,Nordrhein-Westfalen,SK Hagen,A35-A59,M,1,0,2020-03-17
149182,Nordrhein-Westfalen,SK Hagen,A35-A59,W,1,0,2020-03-13
149183,Nordrhein-Westfalen,SK Hagen,A35-A59,W,1,0,2020-03-16
149184,Nordrhein-Westfalen,SK Hagen,A35-A59,W,1,0,2020-03-17
149185,Nordrhein-Westfalen,SK Hagen,A60-A79,M,1,0,2020-03-10
149186,Nordrhein-Westfalen,SK Hagen,A60-A79,M,1,0,2020-03-17
149187,Nordrhein-Westfalen,SK Hagen,A60-A79,W,1,0,2020-03-17
149188,Nordrhein-Westfalen,SK Hagen,A80+,M,1,0,2020-03-17
149189,Nordrhein-Westfalen,SK Hamm,A00-A04,M,1,0,2020-03-16
149190,Nordrhein-Westfalen,SK Hamm,A00-A04,M,1,0,2020-03-17
149191,Nordrhein-Westfalen,SK Hamm,A15-A34,M,1,0,2020-03-17
149192,Nordrhein-Westfalen,SK Hamm,A15-A34,W,1,0,2020-03-16
149193,Nordrhein-Westfalen,SK Hamm,A15-A34,W,2,0,2020-03-17
149194,Nordrhein-Westfalen,SK Hamm,A35-A59,M,1,0,2020-03-12
149195,Nordrhein-Westfalen,SK Hamm,A35-A59,M,1,0,2020-03-16
149196,Nordrhein-Westfalen,SK Hamm,A35-A59,M,3,0,2020-03-17
149197,Nordrhein-Westfalen,SK Hamm,A35-A59,W,1,0,2020-03-12
149198,Nordrhein-Westfalen,SK Hamm,A35-A59,W,1,0,2020-03-16
149199,Nordrhein-Westfalen,SK Hamm,A35-A59,W,1,0,2020-03-17
149200,Nordrhein-Westfalen,SK Hamm,A60-A79,M,2,0,2020-03-13
149201,Nordrhein-Westfalen,SK Herne,A15-A34,M,1,0,2020-03-16
149202,Nordrhein-Westfalen,SK Herne,A35-A59,M,1,0,2020-03-11
149203,Nordrhein-Westfalen,SK Herne,A35-A59,M,1,0,2020-03-12
149204,Nordrhein-Westfalen,SK Herne,A35-A59,M,1,0,2020-03-16
149205,Nordrhein-Westfalen,SK Herne,A35-A59,W,1,0,2020-03-11
149206,Nordrhein-Westfalen,SK Herne,A35-A59,W,1,0,2020-03-12
149207,Nordrhein-Westfalen,LK Ennepe-Ruhr-Kreis,A15-A34,W,1,0,2020-03-11
149208,Nordrhein-Westfalen,LK Ennepe-Ruhr-Kreis,A15-A34,W,1,0,2020-03-16
149209,Nordrhein-Westfalen,LK Ennepe-Ruhr-Kreis,A35-A59,M,1,0,2020-03-12
149210,Nordrhein-Westfalen,LK Ennepe-Ruhr-Kreis,A35-A59,M,2,0,2020-03-16
149211,Nordrhein-Westfalen,LK Ennepe-Ruhr-Kreis,A35-A59,M,2,0,2020-03-17
149212,Nordrhein-Westfalen,LK Ennepe-Ruhr-Kreis,A35-A59,M,2,0,2020-03-18
149213,Nordrhein-Westfalen,LK Ennepe-Ruhr-Kreis,A35-A59,W,1,0,2020-03-18
149214,Nordrhein-Westfalen,LK Ennepe-Ruhr-Kreis,A60-A79,M,1,0,2020-03-12
149215,Nordrhein-Westfalen,LK Hochsauerlandkreis,A05-A14,W,1,0,2020-03-17
149216,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,M,1,0,2020-03-12
149217,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,M,2,0,2020-03-14
149218,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,M,2,0,2020-03-15
149219,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,M,1,0,2020-03-16
149220,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,M,6,0,2020-03-17
149221,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,M,1,0,2020-03-18
149222,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,W,1,0,2020-03-12
149223,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,W,1,0,2020-03-13
149224,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,W,1,0,2020-03-15
149225,Nordrhein-Westfalen,LK Hochsauerlandkreis,A15-A34,W,2,0,2020-03-17
149226,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,M,1,0,2020-03-10
149227,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,M,2,0,2020-03-11
149228,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,M,5,0,2020-03-12
149229,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,M,3,0,2020-03-14
149230,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,M,1,0,2020-03-15
149231,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,M,1,0,2020-03-16
149232,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,M,4,0,2020-03-17
149233,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,M,2,0,2020-03-18
149234,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,W,1,0,2020-03-14
149235,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,W,3,0,2020-03-16
149236,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,W,3,0,2020-03-17
149237,Nordrhein-Westfalen,LK Hochsauerlandkreis,A35-A59,W,2,0,2020-03-18
149238,Nordrhein-Westfalen,LK Hochsauerlandkreis,A60-A79,M,1,0,2020-03-11
149239,Nordrhein-Westfalen,LK Hochsauerlandkreis,A60-A79,M,2,0,2020-03-13
149240,Nordrhein-Westfalen,LK Hochsauerlandkreis,A60-A79,M,2,0,2020-03-14
149241,Nordrhein-Westfalen,LK Hochsauerlandkreis,A60-A79,M,1,0,2020-03-16
149242,Nordrhein-Westfalen,LK Hochsauerlandkreis,A60-A79,M,1,0,2020-03-18
149243,Nordrhein-Westfalen,LK Hochsauerlandkreis,A60-A79,W,2,0,2020-03-11
149244,Nordrhein-Westfalen,LK Hochsauerlandkreis,A60-A79,W,1,0,2020-03-12
149245,Nordrhein-Westfalen,LK Hochsauerlandkreis,A60-A79,W,2,0,2020-03-13
149246,Nordrhein-Westfalen,LK Hochsauerlandkreis,A60-A79,W,1,0,2020-03-17
149247,Nordrhein-Westfalen,LK Märkischer Kreis,A15-A34,M,1,0,2020-02-28
149248,Nordrhein-Westfalen,LK Märkischer Kreis,A15-A34,M,1,0,2020-03-06
149249,Nordrhein-Westfalen,LK Märkischer Kreis,A15-A34,W,1,0,2020-03-10
149250,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,M,1,0,2020-03-04
149251,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,M,1,0,2020-03-05
149252,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,M,3,0,2020-03-11
149253,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,M,2,0,2020-03-12
149254,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,M,1,0,2020-03-13
149255,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,M,5,0,2020-03-16
149256,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,M,2,0,2020-03-18
149257,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,W,1,0,2020-03-04
149258,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,W,1,0,2020-03-11
149259,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,W,1,0,2020-03-16
149260,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,W,1,0,2020-03-17
149261,Nordrhein-Westfalen,LK Märkischer Kreis,A35-A59,W,2,0,2020-03-18
149262,Nordrhein-Westfalen,LK Märkischer Kreis,A60-A79,M,2,0,2020-03-17
149263,Nordrhein-Westfalen,LK Märkischer Kreis,A60-A79,M,2,0,2020-03-18
149264,Nordrhein-Westfalen,LK Märkischer Kreis,A60-A79,W,1,0,2020-03-17
149265,Nordrhein-Westfalen,LK Märkischer Kreis,A60-A79,W,2,0,2020-03-18
149266,Nordrhein-Westfalen,LK Olpe,A35-A59,M,2,0,2020-03-18
149267,Nordrhein-Westfalen,LK Olpe,A35-A59,W,1,0,2020-03-11
149268,Nordrhein-Westfalen,LK Olpe,A35-A59,W,4,0,2020-03-18
149269,Nordrhein-Westfalen,LK Olpe,A60-A79,M,2,0,2020-03-18
149270,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A15-A34,M,2,0,2020-03-13
149271,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A15-A34,M,1,0,2020-03-15
149272,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A15-A34,W,1,0,2020-03-16
149273,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A35-A59,M,1,0,2020-03-10
149274,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A35-A59,M,1,0,2020-03-12
149275,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A35-A59,M,3,0,2020-03-13
149276,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A35-A59,M,1,0,2020-03-15
149277,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A35-A59,M,1,0,2020-03-16
149278,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A35-A59,W,2,0,2020-03-13
149279,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A35-A59,W,1,0,2020-03-16
149280,Nordrhein-Westfalen,LK Siegen-Wittgenstein,A60-A79,M,1,0,2020-03-13
149281,Nordrhein-Westfalen,LK Soest,A15-A34,W,1,0,2020-03-13
149282,Nordrhein-Westfalen,LK Soest,A35-A59,M,1,0,2020-03-10
149283,Nordrhein-Westfalen,LK Soest,A35-A59,M,3,0,2020-03-13
149284,Nordrhein-Westfalen,LK Soest,A35-A59,M,3,0,2020-03-19
149285,Nordrhein-Westfalen,LK Soest,A35-A59,W,1,0,2020-03-13
149286,Nordrhein-Westfalen,LK Soest,A60-A79,W,1,0,2020-03-13
149287,Nordrhein-Westfalen,LK Soest,unbekannt,M,2,0,2020-03-11
149288,Nordrhein-Westfalen,LK Unna,A05-A14,M,1,0,2020-03-11
149289,Nordrhein-Westfalen,LK Unna,A05-A14,W,1,0,2020-03-07
149290,Nordrhein-Westfalen,LK Unna,A15-A34,M,1,0,2020-03-12
149291,Nordrhein-Westfalen,LK Unna,A35-A59,M,2,0,2020-03-07
149292,Nordrhein-Westfalen,LK Unna,A35-A59,M,1,0,2020-03-10
149293,Nordrhein-Westfalen,LK Unna,A35-A59,M,1,0,2020-03-14
149294,Nordrhein-Westfalen,LK Unna,A35-A59,M,1,0,2020-03-16
149295,Nordrhein-Westfalen,LK Unna,A35-A59,W,1,0,2020-03-10
149296,Nordrhein-Westfalen,LK Unna,A35-A59,W,1,0,2020-03-12
149297,Nordrhein-Westfalen,LK Unna,A60-A79,M,1,0,2020-03-11
149298,Nordrhein-Westfalen,LK Unna,A60-A79,W,1,0,2020-03-05
149299,Nordrhein-Westfalen,LK Unna,A60-A79,W,2,0,2020-03-11
149300,Nordrhein-Westfalen,LK Unna,A60-A79,W,1,0,2020-03-12
149301,Hessen,SK Darmstadt,A15-A34,M,3,0,2020-03-18
149302,Hessen,SK Darmstadt,A15-A34,M,2,0,2020-03-19
149303,Hessen,SK Darmstadt,A15-A34,M,3,0,2020-03-20
149304,Hessen,SK Darmstadt,A15-A34,W,2,0,2020-03-16
149305,Hessen,SK Darmstadt,A15-A34,W,1,0,2020-03-20
149306,Hessen,SK Darmstadt,A35-A59,M,1,0,2020-03-13
149307,Hessen,SK Darmstadt,A35-A59,M,2,0,2020-03-16
149308,Hessen,SK Darmstadt,A35-A59,M,3,0,2020-03-18
149309,Hessen,SK Darmstadt,A35-A59,M,2,0,2020-03-20
149310,Hessen,SK Darmstadt,A35-A59,W,1,0,2020-03-13
149311,Hessen,SK Darmstadt,A60-A79,M,1,0,2020-03-16
149312,Hessen,SK Darmstadt,unbekannt,unbekannt,1,0,2020-03-17
149313,Hessen,SK Darmstadt,unbekannt,W,1,0,2020-03-16
149314,Hessen,SK Frankfurt am Main,A00-A04,M,1,0,2020-03-16
149315,Hessen,SK Frankfurt am Main,A05-A14,M,1,0,2020-03-17
149316,Hessen,SK Frankfurt am Main,A15-A34,M,3,0,2020-03-02
149317,Hessen,SK Frankfurt am Main,A15-A34,M,1,0,2020-03-09
149318,Hessen,SK Frankfurt am Main,A15-A34,M,2,0,2020-03-10
149319,Hessen,SK Frankfurt am Main,A15-A34,M,1,0,2020-03-11
149320,Hessen,SK Frankfurt am Main,A15-A34,M,1,0,2020-03-13
149321,Hessen,SK Frankfurt am Main,A15-A34,M,1,0,2020-03-14
149322,Hessen,SK Frankfurt am Main,A15-A34,M,1,0,2020-03-16
149323,Hessen,SK Frankfurt am Main,A15-A34,M,2,0,2020-03-17
149324,Hessen,SK Frankfurt am Main,A15-A34,M,2,0,2020-03-18
149325,Hessen,SK Frankfurt am Main,A15-A34,M,3,0,2020-03-19
149326,Hessen,SK Frankfurt am Main,A15-A34,M,3,0,2020-03-20
149327,Hessen,SK Frankfurt am Main,A15-A34,W,1,0,2020-03-10
149328,Hessen,SK Frankfurt am Main,A15-A34,W,2,0,2020-03-12
149329,Hessen,SK Frankfurt am Main,A15-A34,W,2,0,2020-03-13
149330,Hessen,SK Frankfurt am Main,A15-A34,W,4,0,2020-03-14
149331,Hessen,SK Frankfurt am Main,A15-A34,W,4,0,2020-03-16
149332,Hessen,SK Frankfurt am Main,A15-A34,W,10,0,2020-03-17
149333,Hessen,SK Frankfurt am Main,A15-A34,W,3,0,2020-03-18
149334,Hessen,SK Frankfurt am Main,A15-A34,W,4,0,2020-03-19
149335,Hessen,SK Frankfurt am Main,A15-A34,W,4,0,2020-03-20
149336,Hessen,SK Frankfurt am Main,A35-A59,M,1,0,2020-03-04
149337,Hessen,SK Frankfurt am Main,A35-A59,M,4,0,2020-03-13
149338,Hessen,SK Frankfurt am Main,A35-A59,M,5,0,2020-03-14
149339,Hessen,SK Frankfurt am Main,A35-A59,M,4,0,2020-03-16
149340,Hessen,SK Frankfurt am Main,A35-A59,M,8,0,2020-03-17
149341,Hessen,SK Frankfurt am Main,A35-A59,M,3,0,2020-03-18
149342,Hessen,SK Frankfurt am Main,A35-A59,M,8,0,2020-03-19
149343,Hessen,SK Frankfurt am Main,A35-A59,M,10,0,2020-03-20
149344,Hessen,SK Frankfurt am Main,A35-A59,W,2,0,2020-03-05
149345,Hessen,SK Frankfurt am Main,A35-A59,W,1,0,2020-03-11
149346,Hessen,SK Frankfurt am Main,A35-A59,W,2,0,2020-03-13
149347,Hessen,SK Frankfurt am Main,A35-A59,W,4,0,2020-03-16
149348,Hessen,SK Frankfurt am Main,A35-A59,W,6,0,2020-03-17
149349,Hessen,SK Frankfurt am Main,A35-A59,W,4,0,2020-03-18
149350,Hessen,SK Frankfurt am Main,A35-A59,W,5,0,2020-03-19
